Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [Route 98 - Minimart],Price [Route 98 - Minimart],In stock [Route 98 - Minimart],Low stock [Route 98 - Minimart],IMAGE LINK
piattos-roadhouse-bbq,10227,PIATTOS ROADHOUSE BBQ 85G,SNACKS,,N,,,,,,,33.22,4800016633799,,,Y,Y,39.98,3,,https://imartgrocersph.com/wp-content/uploads/2020/09/Piattos-Roadhouse-Barbecue-85g-400x400.png
piattos-sourcrm,10145,PIATTOS SOUR CREAM 40G,SNACKS,,N,,,,,,,15.75,4800016671807,,,Y,Y,19.98,4,,https://i.pinimg.com/originals/1a/d2/cf/1ad2cf37613e91fdba7988a1f3d0a55d.jpg
piattos-srcrm,10220,PIATTOS SOUR CREAM 85G,SNACKS,,N,,,,,,,33.22,4800016671500,,,Y,Y,39.98,1,,https://150519596.cdn6.editmysite.com/uploads/1/5/0/5/150519596/N6OTHKC2MWAJA2PW35XRSN5Z.jpeg
pillows-choco-38g,10272,PILLOWS CHOCO 38G,SNACKS,,N,,,,,,,9,4800194116466,,,Y,Y,12,9,,https://shopsuki.ph/cdn/shop/files/4800194116466_1024x.jpg?v=1744022670
pillows-ube-24g,10263,PILLOWS UBE 24G,SNACKS,,N,,,,,,,6.75,4800194153324,,,Y,Y,9,17,,http://zbga.shopsuki.ph/cdn/shop/files/4800194153324_1024x.jpg?v=1743995144
pocari-sweat-500ml,10386,POCARI SWEAT 500ML,DRINKS,,N,,,,,,,49.95,,,,Y,Y,59.98,6,,https://dhamart.pk/storage/gatorade-blue-bolt-350ml.webp
premier-purified-water-500ml,10384,PREMIER PURIFIED WATER 500ML,,,N,,,,,,,9.67,4803925320002,,,N,Y,15,,,http://www.magicstarsupermarket.com/cdn/shop/products/Natures-Spring-Purified-Water-1L-500x500-product_popup_1200x1200.png?v=1594886657
premium-dw-liq---cal,10025,PREMIUM DW LIQ - CAL,Cleaning/Laundry Supplies,<p>CALAMANSI</p>,N,,,,,,,0,,,,Y,Y,40,71,,https://img.freepik.com/premium-photo/premium-quality-pure-white-product-package-box-with-natural-light-ultra-clear-digital-render_977600-1681.jpg
premium-dw-liq---green-apple,10089,PREMIUM DW LIQ - GREEN APPLE,Cleaning/Laundry Supplies,,N,,,,,,,0,,,,Y,Y,40,30,,https://thumbs.dreamstime.com/z/green-apple-plain-white-background-isolated-product-photography-studio-green-apple-plain-white-background-product-286942035.jpg
premium-dw-liq---lem,10026,PREMIUM DW LIQ - LEM,Cleaning/Laundry Supplies,<p>LEMON / YELLOW</p>,N,,,,,,,0,,,,Y,Y,40,57,,https://3d.nice-cdn.com/upload/image/product/large/default/liqcreate-premium-white-619235-en.jpg
premium-dw-liq-antibac,10090,PREMIUM DW LIQ ANTIBAC,Cleaning/Laundry Supplies,,N,,,,,,,0,,,,Y,Y,42,84,,https://img.lazcdn.com/g/p/4fb2727f2c25cd341a04b613284d8c45.jpg_720x720q80.jpg
presto-choco,10207,PRESTO CHOCO,SNACKS,,N,,,,,,,6.13,4800010075878,,,Y,Y,10,8,,http://ever.ph/cdn/shop/files/9000006171-Presto-Creams-Chocolate-Sandwich-Cookies-80g-230306_0fb34e20-f518-41ac-9f84-61597844d0db.jpg?v=1763268482
presto-choco-vanilla,10209,PRESTO CHOCO VANILLA,SNACKS,,N,,,,,,,5.87,4800010075861,,,Y,Y,10,19,,https://www.pasangen.com/wp-content/uploads/2023/06/PRE21.png
presto-peanut-butter,10208,PRESTO PEANUT BUTTER,SNACKS,,N,,,,,,,6.13,4800010076073,,,Y,Y,10,12,,https://shopsuki.ph/cdn/shop/files/102064908_800x.png?v=1727165083
ptato-frs,10151,PTATO FRS,SNACKS,,N,,,,,,,0,4800194104777,,,Y,Y,10,10,,https://img.freepik.com/premium-psd/potato-fry-white-isolated-background_877796-1290.jpg
rc,10276,RC,DRINKS,,N,,,,,,,33,4806527711254,,,Y,Y,43,6,,https://visualeducation.com/wp-content/uploads/2017/05/packshot_kalr_taylor-1024x768.jpg
red-horse-500,10083,RED HORSE 500,DRINKS,,N,,,,,,,60,4801032211077,,,Y,Y,75,10,,https://www.cebooze.com/app/uploads/2023/07/500ml.jpeg
red-horse-litro,10084,RED HORSE LITRO,DRINKS,,N,,,,,,,120,4801032211138,,,Y,Y,140,16,,https://www.cebooze.com/app/uploads/2023/07/1l.jpeg
refresh-500ml,10230,REFRESH 500ML,DRINKS,,N,,,,,,,8.65,4800016073625,,,Y,Y,12,61,,https://imartgrocersph.com/wp-content/uploads/2020/08/Refresh-Mineral-Water-500mL.png
rejoice-4w,10022,REJOICE 4W,BATH ESSENTIALS,<p>4WASH&nbsp;</p>,N,,,,,,,0,4902430698078,,,Y,Y,11,25,,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=508925628113927
rexona-ice-cool-3ml,10310,REXONA ICE COOL 3ML,HOME ESSENTIALS,,N,,,,,,,7.92,4800888160027,,,Y,Y,10,12,,https://www.panaboonlinegrocery.com/sunshine/assets/uploads/rexona-iceciil3ml.png
rexona-passion,10307,REXONA PASSION 3ML,HOME ESSENTIALS,,N,,,,,,,7.92,4800888151100,,,Y,Y,10,12,,http://shopsuki.ph/cdn/shop/files/4800888151100_1024x.jpg?v=1718263266
rexona-powder-dry-3ml,10306,REXONA POWDER DRY 3ML,HOME ESSENTIALS,,N,,,,,,,7.92,4800888158888,,,Y,Y,10,11,,https://shopsuki.ph/cdn/shop/products/103605935_1600x.png?v=1681361209
rexona-quantum-dry,10309,REXONA QUANTUM DRY 3ML,HOME ESSENTIALS,,N,,,,,,,7.92,4800888151117,,,Y,Y,10,12,,https://medsgo.ph/images/detailed/32/image_a7d82655-294b-4cf3-95e1-484a7a7c63e8_564x544_1_-removebg-preview.png
rexona-shower-clean,10308,REXONA SHOWER CLEAN 3ML,HOME ESSENTIALS,,N,,,,,,,7.92,4800888150608,,,Y,Y,10,12,,https://assets.unileversolutions.com/v1/883216.png
richee,10150,RICHEE,SNACKS,,N,,,,,,,8.5,4800523220116,,,Y,Y,10,5,,https://jessicafilipinofoods.co.uk/wp-content/uploads/2020/05/richee.png
royal-1.75,10252,Royal 1.75,,,N,,,,,,,0,,,,Y,Y,75,11,,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/6cd0212398dd48e699d2abf54a4eafbd~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg?dr=15584&t=555f072d&ps=933b5bde&shp=6ce186a1&shcp=e1be8f53&idc=maliva&from=1826719393
royal-190,10117,ROYAL 190,DRINKS,,N,,,,,,,0,4801981127207,,,Y,Y,15,17,,https://vuurwerkoutletgelderland.nl/627-large_default/royal-celebration-190-shots-compound.jpg
royal-237,10124,ROYAL 237,DRINKS,,N,,,,,,,0,,,,Y,Y,18,24,,https://images.rappi.com/products/1666626247438_1666626236526_1666626232651.png?d=900x750&e=webp&q=30
royale-antibac,10023,ROYALE ANTIBAC,Cleaning/Laundry Supplies,,N,,,,,,,0,8998866501460,,,Y,Y,8,17,,https://m.media-amazon.com/images/I/61T1W5fK4WL._SL1500_.jpg
safeguard-(extra-strong-cooling),10248,SAFEGUARD (EXTRA STRONG COOLING),HOME ESSENTIALS,,N,,,,,,,19.5,4902430327428,,,Y,Y,23,5,3,"https://baseec-img-mng.akamaized.net/images/item/origin/bb0a27c76c538afebd8698c7ffab1396.jpg?imformat=generic&q=90&im=Resize,width=640,type=normal"
salt-1/4,10056,SALT 1/4,FOOD,,N,,,,,,,0,,,,Y,Y,10,114,,https://png.pngtree.com/background/20230602/original/pngtree-small-salt-packet-isolated-on-white-photo-picture-image_2858566.jpg
salt-1kg,10057,SALT 1KG,FOOD,,N,,,,,,,0,,,,Y,Y,26,32,,https://puregroup.com.eg/admin_assets/images/product/1771337254.jpg
san-marino-chili-corned-tuna,10067,SAN MARINO CHILI CORNED TUNA,FOOD,,N,,,,,,,0,4800249006636,,,Y,Y,44,16,,http://shopsuki.ph/cdn/shop/files/san-marino-corned-tuna-chili-180g_1024x.png?v=1708600544
san-marino-corned-tuna,10066,SAN MARINO CORNED TUNA,FOOD,,N,,,,,,,0,4800249006612,,,Y,Y,44,12,,https://d2j6dbq0eux0bg.cloudfront.net/images/17197054/2931524773.jpg
san-marino-spanish-style-tuna,10126,SAN MARINO SPANISH STYLE TUNA,FOOD,,N,,,,,,,0,4800249043587,,,Y,Y,45,10,,https://bf1af2.akinoncloudcdn.com/products/2025/11/10/622954/17da42fb-70f4-4a5c-9a7e-ea596b493f00_size3840_cropCenter.jpg
scissors,10305,SCISSORS,HOME ESSENTIALS,,N,,,,,,,24.5,4852784195054,,,Y,Y,30,12,,https://static.vecteezy.com/system/resources/previews/056/421/082/large_2x/grey-plastic-scissors-product-shot-on-white-background-free-png.png
scour-power-sponge,10312,SCOUR POWER SPONGE,HOME ESSENTIALS,,N,,,,,,,20.5,6975469470029,,,Y,Y,25,12,,http://alfatah.pk/cdn/shop/files/2025540003609_268a92d3-4a64-4385-82f7-52a393791fbf.jpg?v=1755002989
senorita-dry-peas,10068,SENORITA DRY PEAS,FOOD,,N,,,,,,,0,4806508624009,,,Y,Y,28,18,,https://store.iloilosupermart.com/wp-content/uploads/2020/05/37016-1-480x480-1.jpg
señorita-sardines,10264,SEÑORITA SARDINES,FOOD,,N,,,,,,,23.45,4806508627215,,,Y,Y,26,6,,https://img.lazcdn.com/g/p/0e636c754bb00c0cdfdc3fcd0aadb98d.png_720x720q80.png
señorita-sardines-1,10265,SEÑORITA SARDINES,FOOD,,N,,,,,,,23.45,4806508627215,,,Y,Y,26,6,,https://img.lazcdn.com/g/p/0e636c754bb00c0cdfdc3fcd0aadb98d.png_720x720q80.png
silka-(whitening-herbal-soap),10247,SILKA (WHITENING HERBAL SOAP),HOME ESSENTIALS,,N,,,,,,,18.2,4806507832481,,,Y,Y,22,9,5,https://incidecoder-content.storage.googleapis.com/87638c1e-8a11-43ef-923d-60ae5fee9eef/products/silka-whitening-herbal-soap/silka-whitening-herbal-soap_front_photo_original.jpeg
silver-swan-soy-sauce-1l,10061,SILVER SWAN SOY SAUCE 1L,FOOD,,N,,,,,,,0,4800344001628,,,Y,Y,56,3,,https://filipino.is/wp-content/uploads/2021/12/soysauce.jpg
silver-swan-soy-sauce-200ml,10065,SILVER SWAN SOY SAUCE 200ML,FOOD,,N,,,,,,,0,4800344001949,,,Y,Y,13,54,,http://shopsuki.ph/cdn/shop/files/4800344001949_1024x.jpg?v=1710992848
silver-swan-soy-sauce-25ml,10038,SILVER SWAN SOY SAUCE 25ML,FOOD,,N,,,,,,,0,4800344001925,,,Y,Y,3,248,,https://www.shopbestfoods.com/wp-content/uploads/2025/04/28/Silver-Swan-Soy-Sauce.jpg
silver-swan-suka,10062,SILVER SWAN SUKA 1L,FOOD,,N,,,,,,,0,4800344004629,,,Y,Y,45,3,,https://img.lazcdn.com/g/p/ba2af5f83cdd775a1a3c088881a2390d.jpg_720x720q80.jpg
silver-swan-suka-200ml,10064,SILVER SWAN SUKA 200ML,FOOD,,N,,,,,,,0,4800344004940,,,Y,Y,11,56,,http://shopsuki.ph/cdn/shop/files/102059058_3f9b40ce-86da-4700-8ab3-1285307a5c14_1024x.png?v=1715162311
silver-swan-suka-25ml,10037,SILVER SWAN SUKA 25ML,FOOD,,N,,,,,,,0,4800344004926,,,Y,Y,3,133,,https://nutriasia.com/wp-content/uploads/elementor/thumbs/SilverSwan-MainIMG-1-q79k4s0hz0xyg9b0b02fw00gwj0z5xtrqujolgy1hc.png
sisters-dry-maxi-8,10032,SISTERS DRY MAXI 8,FEMININE CARE,<p>DRY MAXI GREEN</p>,N,,,,,,,0,4806506318955,,,Y,Y,28,28,,https://pinoyhyper.com/cdn/shop/files/download_15_bd25ab70-2bf1-438b-9f64-5584281cab61.png?v=1721315677
sisters-night-plus-w/-wings-8pcs,10033,SISTERS NIGHT PLUS W/ WINGS 8PCS,FEMININE CARE,<p>SISTERS BLUE</p>,N,,,,,,,0,4806506318856,,,Y,Y,40,20,,https://medias.watsons.com.ph/publishing/Sisters_Image2_10040737-HiBXBnju-zoom.jpg?version=1764058861
sisters-pantyliners-8pcs,10075,SISTERS PANTYLINERS 8PCS,FEMININE CARE,,N,,,,,,,0,4806506318870,,,Y,Y,15,32,,https://cdn.store-assets.com/s/377840/i/17238642.jpeg
skyflakes-condensada,10329,SKYFLAKES CONDENSADA,FOOD,,N,,,,,,,6.95,,,,Y,Y,9.98,10,,https://www.srssulit.com/wp-content/uploads/products/6346-1.png
skyflakes-cracker,10374,SKYFLAKES CRACKER,SNACKS,,N,,,,,,,6,750515018402,,,Y,Y,9.98,10,4,https://www.srssulit.com/wp-content/uploads/products/6346-1.png
skyflakes-cracker-10pack,10373,SKYFLAKES CRACKER 1PACK,SNACKS,,N,,,,,,,60,750515018501,,,Y,Y,84.98,1,,https://www.srssulit.com/wp-content/uploads/products/6346-1.png
skyflakes-tsokolate,10328,SKYFLAKES TSOKOLATE,FOOD,,N,,,,,,,7.28,,,,Y,Y,998.1,10,,https://www.srssulit.com/wp-content/uploads/products/6346-1.png
sm-flavored-beer,10085,SM FLAVORED BEER APPLE,DRINKS,,N,,,,,,,41,4801032281049,,,Y,Y,53,9,,https://happyhour.ph/cdn/shop/products/san-miguel-flavored-beer-apple-330ml-760211.jpg?v=1708591405&width=1445
sm-pale-pilsen,10086,SM PALE PILSEN 320ML,DRINKS,,N,,,,,,,45,4801032111025,,,Y,Y,58,24,,https://www.cebooze.com/app/uploads/2020/09/bt-sanmig-palepilsen_e6e7beea-5e80-420d-8769-0b2caaf2bc7c_1024x1024.png
sm-pale-pilsen-grande,10087,SM PALE PILSEN GRANDE,DRINKS,,N,,,,,,,115,4801032111131,,,Y,Y,130,6,,https://ph-test-11.slatic.net/p/c1f26a7b5f1a2e31fffd7d3c3a8c4296.jpg
speed-bar-blue,10094,SPEED BAR BLUE,Cleaning/Laundry Supplies,,N,,,,,,,0,4806020497310,,,Y,Y,25,34,,https://admin.merrymartwholesale.com/storage/upload/assets/GreaxO2es6V0OlJOvR9UW4pcXcVkll2JUp0uuAhK.jpg
speed-bar-kalamansi,10097,SPEED BAR KALAMANSI,Cleaning/Laundry Supplies,,N,,,,,,,0,4806020497334,,,Y,Y,25,5,,https://images.freshop.ncrcloud.com/1564405684702539948/27b8664b7ae57d66f70b83a4e62b7d8c_large.png
speed-bar-speckled-blue,10098,SPEED BAR SPECKLED BLUE,Cleaning/Laundry Supplies,,N,,,,,,,0,4806020497341,,,Y,Y,26,53,,https://images.freshop.ncrcloud.com/1564405684702539945/9470d31a8c8094f61d1d49f9ae08cecc_large.png
speed-bar-w/-fabcon,10096,SPEED BAR W/ FABCON,Cleaning/Laundry Supplies,,N,,,,,,,0,4806020497471,,,N,Y,27,,,https://cdn.shopify.com/s/files/1/0557/4862/4569/files/SPEEDBARFABCON160G_1200x1200.png?v=1684476088
sprcrnch-cheese,10159,SPRCRNCH CHEESE,SNACKS,,N,,,,,,,0,4800365101215,,,Y,Y,12,9,,https://img.freepik.com/premium-psd/cheese-plain-packaging-isolated-transparent-background_1066391-4090.jpg?w=2000
springmaid-toothbrush,10311,SPRINGMAID TOOTHBRUSH,HOME ESSENTIALS,,N,,,,,,,0,4806014881750,,,N,Y,15,,,https://img.freepik.com/premium-photo/minimalist-toothbrush-plain-white-background-dental-hygiene-concept_1287633-1127.jpg?w=1480
sprite-1.5l,10114,SPRITE 1.5L,DRINKS,,N,,,,,,,0,4801981116270,,,Y,Y,75,9,,http://prixchile.cl/cdn/shop/files/SpriteOriginal_1.5L.png?v=1749393495
sprite-237ml,10125,SPRITE 237ML,DRINKS,,N,,,,,,,0,,,,Y,Y,18,24,,https://i5.walmartimages.com/asr/3147929f-bc6c-48fe-a40f-d589c17edad6.52b60d25407fb9b57cf9c047d304597a.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF
sting-290ml-1,10253,STING 290ML,DRINKS,,N,,,,,,,16.75,480392503355,,,Y,Y,23,17,,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/6cd0212398dd48e699d2abf54a4eafbd~tplv-aphluv4xwc-resize-jpeg:800:800.jpeg?dr=15584&t=555f072d&ps=933b5bde&shp=6ce186a1&shcp=e1be8f53&idc=maliva&from=1826719393
sting-strwbrry-320ml,10192,STING STRWBRRY 320ML,DRINKS,,N,,,,,,,0,4803925033421,,,Y,Y,25,-1,,http://zbga.shopsuki.ph/cdn/shop/files/480392503342_1024x.jpg?v=1733891475
sukamod,10063,SUKAMOD,FOOD,,N,,,,,,,0,,,,Y,Y,40,8,,https://visualeducation.com/wp-content/uploads/2017/05/product-photography-white-background-pack-shot-posterframe.jpg
sulit-bar-speckled-blue,10100,SULIT BAR SPECKLED BLUE,Cleaning/Laundry Supplies,,N,,,,,,,0,4806020492032,,,Y,Y,24,2,,https://www.royplazastore.com/media/208017.jpg
summit-(1000ml),10257,SUMMIT (1000ML),DRINKS,,N,,,,,,,0,4800014142088,,,Y,Y,25,1,5,https://medsgo.ph/images/detailed/31/summit-natural-water-1000ml_1[1].jpg
sunsilk-smth&mngbl-15ml,10271,SUNSILK SMTH&MNGBL 15ML,BATH ESSENTIALS,,N,,,,,,,6,4800888169716,,,Y,Y,9,21,,https://www.rosepharmacy.com/ph1/wp-content/uploads/2025/08/76160-1.jpg
supercrnch-beef,10162,SUPER CRUNCH BEEFY BBQ 55G,SNACKS,,N,,,,,,,10.5,4800365101222,,,Y,Y,14.98,9,,https://thumbs.dreamstime.com/b/package-raw-beef-white-background-341183974.jpg
supercrnch-cheese,10186,SUPER CRUNCH CHEESE 5G,SNACKS,,N,,,,,,,10.5,4800365101215,,,Y,Y,14.98,4,,https://www.mustakshif.com/public/uploads/products/prifood-prifood-super-crunch-cheese-flavor-120g_4800365101246_Mustakshif.webp
supercrnch-spcl,10163,SUPER CRUNCH SPECIAL CHIP CHARON 32G,SNACKS,,N,,,,,,,10.5,4800365701057,,,Y,Y,14.98,0,,http://shopsuki.ph/cdn/shop/files/Untitleddesign-2024-04-16T122646.351_1024x.png?v=1713241566
surf-bar-blue,10102,SURF BAR BLUE,Cleaning/Laundry Supplies,,N,,,,,,,0,4800888136701,,,Y,Y,25,1,,https://cdn.store-assets.com/s/377840/i/85595814.jpeg
surf-bar-tawas,10103,SURF BAR TAWAS,Cleaning/Laundry Supplies,,N,,,,,,,0,4800888136800,,,Y,Y,26,2,,https://cdn.store-assets.com/s/377840/i/17238192.jpeg
surf-powder-kalamansi,10105,SURF POWDER KALAMANSI,Cleaning/Laundry Supplies,,N,,,,,,,0,4800888151827,,,Y,Y,10,6,,https://zbga.shopsuki.ph/cdn/shop/files/103869803_5e5f391e-06e8-4551-bee7-65ffb16fcc1a_1024x.png?v=1690252442
surf-ultra-power-liquid-(-rose-fresh),10245,SURF ULTRA POWER LIQUID ( ROSE FRESH),HOME ESSENTIALS,,N,,,,,,,7.5,4800888223395,,,Y,Y,10,12,5,https://www.srssulit.com/wp-content/uploads/products/2004897451-1.png
surf(cherry-blossom),10244,SURF(CHERRY BLOSSOM),HOME ESSENTIALS,,N,,,,,,,6.7,4800888189806,,,Y,Y,10,6,5,https://primomart.ph/cdn/shop/files/4800888189806_d9f9063e-6fa3-4f26-bfdb-871276631c0b_700x700.jpg?v=1754894590
blkchlichps-bbq,10158,SWEET CHLI CHPS BBQ,SNACKS,,N,,,,,,,0,4800365221067,,,Y,Y,11.98,10,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVqQdy1gHyfuEmydjYBErVDi20n4SEsGtaJkQP_LN9QA&s
sweetchili-chps-bbq,10157,SWEETCHILI CHPS BBQ,SNACKS,,N,,,,,,,0,4800365221074,,,Y,Y,12,14,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVqQdy1gHyfuEmydjYBErVDi20n4SEsGtaJkQP_LN9QA&s
swtchli-crnchps-bbq-7g,10177,SWTCHLI CRNCHPS BBQ 7G,SNACKS,,N,,,,,,,0,4800365221029,,,Y,Y,12,23,,https://shopsuki.ph/cdn/shop/products/4800365101031_1600x.jpg?v=1660879338
tagay-chiligarlic-7g,10178,TAGAY CHILIGARLIC 7G,SNACKS,,N,,,,,,,0,4800365181026,,,Y,Y,2,24,,https://corinthiandistributors.com/wp-content/uploads/2023/03/030623-5-scaled.jpg
tanduay-rhum-65p-375,10120,TANDUAY RHUM 65P 375,DRINKS,,N,,,,,,,0,4800220504250,,,Y,Y,65,14,,https://shopsuki.ph/cdn/shop/files/102050246_2_800x.png?v=1686896650
tanduay-rhum-65p-750,10122,TANDUAY RHUM 65P 750,DRINKS,,N,,,,,,,0,4800220504151,,,Y,Y,150,1,,https://ultimaterumguide.com/wp-content/uploads/Tanduay-65.jpg
tattoos-corn-chips-bbq-58g,10390,TATTOOS CORN CHIPS BBQ 58G,SNACKS,,N,,,,,,,7.65,,,,N,Y,11.98,,,https://lzd-img-global.slatic.net/g/ff/kf/S1da70da1998e422bbea2e12f7314a9c8S.jpg_720x720q80.jpg
tattoos-corn-chips-bbq-58g-1,10390Q,TATTOOS CORN CHIPS BBQ 58G,SNACKS,,N,,,,,,,7.65,4806521795922,,,Y,Y,12.98,10,,https://lzd-img-global.slatic.net/g/ff/kf/S1da70da1998e422bbea2e12f7314a9c8S.jpg_720x720q80.jpg
tattoos-crnchps-cheese,10161,TATTOOS CORN CHIPS CHEESE 58G,SNACKS,,N,,,,,,,10.5,4806521795915,,,Y,Y,12.98,17,,https://lzd-img-global.slatic.net/g/ff/kf/S1da70da1998e422bbea2e12f7314a9c8S.jpg_720x720q80.jpg
tattoos-crnchps-swtcrn,10160,TATTOOS CORN CHIPS SWEET CORN 58G,SNACKS,,N,,,,,,,10.5,4806521795908,,,Y,Y,12.98,4,,https://almerepinoystore.com/wp-content/uploads/2024/05/Tattoos-Corn-Chips-Sweet-Corn-Flavor.png
tattoos-corn-tube-60g,10396,TATTOOS CORN TUBE 60G,SNACKS,,N,,,,,,,10.9,4806521790750,,,Y,Y,14.98,10,,https://lzd-img-global.slatic.net/g/ff/kf/S1da70da1998e422bbea2e12f7314a9c8S.jpg_720x720q80.jpg
tattoos-tube-pizza-60g,10397,TATTOOS TUBE PIZZA 60G,SNACKS,,N,,,,,,,10.9,,,,Y,Y,14.98,10,,https://lzd-img-global.slatic.net/g/ff/kf/S1da70da1998e422bbea2e12f7314a9c8S.jpg_720x720q80.jpg
tattoos-tube-pizza-60g-1,10397R,TATTOOS TUBE PIZZA 60G,SNACKS,,N,,,,,,,10.9,4806521794284,,,Y,Y,14.98,10,,https://lzd-img-global.slatic.net/g/ff/kf/S1da70da1998e422bbea2e12f7314a9c8S.jpg_720x720q80.jpg
tawas-barelab-50g,10267,TAWAS BARELAB 50G,BATH ESSENTIALS,,N,,,,,,,10,74575138,,,Y,Y,15,12,,https://www.imoayi.com/storage/images-1/olay/tawas-powder-50-rdl.png
tide-bar-w/-downy,10099,TIDE BAR W/ DOWNY,Cleaning/Laundry Supplies,,N,,,,,,,0,4902430800846,,,Y,Y,17,32,,http://zbga.shopsuki.ph/cdn/shop/products/103953142_1024x.png?v=1710115982
tide-powder-w/-downy,10106,TIDE POWDER W/ DOWNY,Cleaning/Laundry Supplies,,N,,,,,,,0,4902430831161,,,Y,Y,16,6,,http://abartfoods.com/wp-content/uploads/2023/10/tide.webp
toothpick,10046,TOOTHPICK,HOME ESSENTIALS,,N,,,,,,,0,6933961560259,,,N,Y,15,,,https://c8.alamy.com/comp/F5ETM6/packaging-of-new-toothpicks-isolated-on-white-background-F5ETM6.jpg
tropicana-twister-orange,10385,TROPICANA TWISTER ORANGE,,,N,,,,,,,25.37,,,,N,Y,30,,,https://pinoycupidgifts.com/wp-content/uploads/2022/09/Minute-Maid-Fresh-250ml.jpg
tropicana-twister-orange-1,10385Q,TROPICANA TWISTER ORANGE,,,N,,,,,,,25.37,4803925051104,,,Y,Y,30,23,,https://pinoycupidgifts.com/wp-content/uploads/2022/09/Minute-Maid-Fresh-250ml.jpg
ufc-coco-cream-400ml,10035,UFC COCO CREAM 400ML,FOOD,,N,,,,,,,0,4801668608210,,,Y,Y,74,4,,https://img.lazcdn.com/g/p/d3ba9d5296676e8cbda91f7d41c160d7.jpg_720x720q80.jpg
unilove-baby-wipes,10250,UNILOVE BABY WIPES,BABY ESSENTIALS,,N,,,,,,,46.33,4806525540771,,,Y,Y,79.5,18,,https://img.lazcdn.com/g/ff/kf/Sb43bb8c88ec34cf6bcce61bc9cb7d4e8G.jpg_720x720q80.jpg
unilove-squalane-wipes,10249,UNILOVE SQUALANE WIPES,HOME ESSENTIALS,,N,,,,,,,24.5,4806525547121,,,Y,Y,40,9,,https://img.lazcdn.com/g/p/a39201008f39c652385d53d4198ff419.png_720x720q80.png
vcut-spicy-barbeque,10317@,VCUT SPICY BARBEQUE 25G,SNACKS,,N,,,,,,,16,4800016622533,,,Y,Y,21.98,11,,http://shopsuki.ph/cdn/shop/files/102064818_1024x.png?v=1685351781
vino-kulafu-350,10119,VINO KULAFU 350,DRINKS,,N,,,,,,,0,4800130300515,,,Y,Y,50,16,,https://shopsuki.ph/cdn/shop/files/102060224_2_1600x.png?v=1687143205
vitamilk(doublechoco)-300ml,10240,VITAMILK(DOUBLECHOCO) 300ML,DRINKS,,N,,,,,,,29.5,8851028002505,,,Y,Y,35,6,3,https://maxmartonline.com/images/thumbs/0005677_vitamilk-soy-milk-double-choco-shake-300ml.jpeg
whisper--floral,10077,WHISPER  FLORAL,FEMININE CARE,<p>PINK</p>,N,,,,,,,0,4902430293426,,,Y,Y,50,5,,https://i.pinimg.com/736x/ce/49/27/ce4927939a3d238f38a88ed03903e77a.jpg
whisper-night-8pcs,10079,WHISPER NIGHT 8PCS,FEMININE CARE,,N,,,,,,,0,4902430867122,,,Y,Y,75,2,,https://i5.walmartimages.com/asr/cd4228f7-1c36-45ff-a2ac-b1653862fe38.ee4344323420385774bba5ec7850878d.jpeg
white-sugar-1/4,10058,WHITE SUGAR 1/4,FOOD,,N,,,,,,,0,,,,Y,Y,24,18,,https://img.freepik.com/premium-photo/close-up-white-sugar-package-white-background_1048944-9219179.jpg
white-sugar-1kg,10059,WHITE SUGAR 1KG,FOOD,,N,,,,,,,0,,,,Y,Y,90,1,,https://lpagencies.co.za/wp-content/uploads/2024/10/Sugar-White-1KG.jpg
wilkins-pure-1l,10108,WILKINS PURE 1L,DRINKS,,N,,,,,,,15.91,4801981119981,,,Y,Y,25,7,,https://bxtra.ph/images/thumbs/000/0008038_wilkins-pure-1l.jpeg
wilkins-pure-500,10001,WILKINS PURE 500,DRINKS,,N,,,,,,,9.37,4801981107971,,,Y,Y,15,25,,https://cellarfresh.com/cdn/shop/files/RM-WLK-PW500.jpg?v=1709621676
wings-powder-57g,10104,WINGS POWDER BLUE 57G,Cleaning/Laundry Supplies,,N,,,,,,,0,8998866800808,,,Y,Y,8,50,,https://shopsuki.ph/cdn/shop/files/102056336_1024x.png?v=1689573367
yakult,10193,YAKULT,DRINKS,,N,,,,,,,0,54028367911,,,Y,Y,15,0,,https://c8.alamy.com/comp/ADRNG1/yakult-multi-pack-on-a-white-studio-background-ADRNG1.jpg
youmei-ballpen,10301,YOUMEI BALLPEN,SCHOOL SUPPLIES,,N,,,,,,,7,6932808780027,,,Y,Y,10,12,,https://img.lazcdn.com/g/p/fd2f6e303d1a47db4e2c594de0dfd85f.jpg_720x720q80.jpg
